gameDuration,win,FirstBlood,FirstTower,FirstBaron,FirstDragon,wardPlaced,wardKills,totalMinionKills,jungleMinionKills,totalHeal
1485,Red,0,1,1,1,1,1,1,1,1
1997,Red,1,1,1,0,1,1,1,1,1
1465,Red,0,0,1,1,1,1,1,1,1
805,Red,0,1,1,0,1,0,1,1,1
1124,Blue,0,1,0,0,1,1,1,1,0
1626,Blue,0,1,0,0,1,0,0,1,1
820,Red,1,1,1,1,1,0,1,1,1
197,Red,1,1,1,1,1,0,1,0,0
1614,Blue,0,0,0,1,0,1,1,1,0
2086,Red,1,1,1,1,0,1,0,1,0
1458,Blue,1,1,0,1,0,1,1,1,1
1696,Red,0,1,1,1,0,1,1,1,1
1202,Red,1,1,1,1,1,0,1,1,1
1504,Red,1,1,1,1,1,0,1,1,0
1971,Blue,1,1,0,0,0,0,1,1,1
1748,Blue,0,1,0,1,0,1,1,1,1
1625,Red,1,1,1,0,1,1,0,1,1
1728,Blue,0,1,0,0,1,1,1,0,0
1498,Red,1,0,1,1,1,0,1,1,1
941,Red,0,1,1,1,1,1,1,1,1
2114,Red,0,0,0,0,1,1,0,1,1
1732,Blue,0,1,1,1,0,1,0,1,1
2153,Red,0,1,1,1,0,1,0,1,0
1988,Blue,1,1,1,0,1,0,0,1,1
1416,Blue,0,1,1,0,0,1,1,1,1
1237,Blue,1,1,0,1,1,1,1,1,1
1225,Blue,1,1,0,1,0,1,1,1,0
1203,Blue,1,1,0,1,1,1,1,1,1
746,Blue,1,1,0,0,1,1,1,1,1
1285,Blue,1,1,1,1,0,1,1,1,1
1481,Blue,0,0,0,1,0,1,1,0,1
964,Red,1,1,1,1,1,1,1,0,1
2098,Blue,1,1,0,0,1,0,1,1,1
2132,Red,0,0,1,0,1,1,1,1,0
1264,Red,0,1,1,0,0,0,1,1,1
929,Blue,1,1,0,1,1,1,1,1,1
1618,Blue,1,0,1,0,1,0,1,0,0
1834,Blue,0,1,0,1,1,0,0,1,0
1556,Blue,0,1,0,0,0,0,1,1,1
1502,Blue,0,1,1,1,0,0,1,0,1
1027,Blue,0,1,0,0,0,0,1,1,0
1370,Blue,1,1,1,0,0,0,1,0,1
1309,Blue,1,1,0,0,1,1,1,0,1
1358,Red,1,1,1,1,0,1,1,0,1
2169,Red,1,1,1,0,0,1,1,0,1
1703,Red,0,1,1,1,1,0,1,1,0
2002,Blue,0,0,0,0,1,0,0,0,0
2106,Blue,0,0,0,0,1,1,0,1,1
1225,Blue,0,1,0,0,1,1,1,1,1
946,Blue,1,1,0,1,1,1,1,1,1
2118,Red,0,0,1,1,1,1,0,0,1
708,Blue,1,1,0,1,1,1,1,1,1
1439,Blue,1,1,0,0,1,1,1,1,1
1830,Red,1,0,1,1,1,0,1,1,1
924,Blue,0,1,0,1,0,1,1,1,1
1800,Red,0,0,1,1,1,1,1,0,1
1478,Blue,1,0,1,0,0,0,1,1,1
818,Blue,1,1,0,0,1,0,0,1,1
193,Blue,1,0,0,0,1,1,0,1,1
1039,Blue,0,1,0,1,1,0,1,1,1
2403,Blue,1,0,0,0,1,0,0,0,1
931,Blue,1,1,0,1,1,0,1,1,1
1489,Red,0,1,1,0,0,1,1,1,1
1482,Red,1,0,1,1,0,1,0,1,1
802,Red,0,1,1,1,1,0,1,1,0
1584,Blue,1,1,0,0,1,1,1,1,1
1167,Red,1,1,1,1,1,0,1,1,0
1300,Red,0,1,1,1,1,0,1,1,1
1664,Red,0,1,1,1,1,0,1,1,0
2060,Red,1,0,1,0,0,0,0,0,1
703,Blue,1,1,0,0,1,0,1,1,1
1362,Red,0,1,1,0,0,1,0,1,0
1610,Red,0,1,1,1,0,1,1,1,1
1503,Red,0,1,1,1,0,1,0,1,1
1613,Blue,1,1,1,1,0,1,1,1,1
708,Red,1,1,1,1,0,1,1,0,1
1377,Blue,1,1,0,1,1,1,1,1,1
1055,Red,0,1,1,1,0,0,1,1,1
2027,Blue,1,0,1,0,0,1,0,1,1
1467,Red,0,0,1,1,1,1,1,1,1
1753,Blue,1,1,0,1,1,1,1,0,0
1353,Red,1,1,1,1,1,0,1,1,1
1723,Red,1,1,1,1,0,1,0,0,1
923,Blue,1,1,0,1,1,1,1,1,1
1651,Blue,1,1,1,0,1,0,0,0,0
1666,Blue,1,1,1,0,0,0,1,1,1
1437,Blue,1,1,1,0,1,1,1,1,1
2073,Blue,0,1,1,0,0,0,0,1,0
776,Red,1,1,1,1,1,0,1,0,0
1616,Blue,0,1,0,0,0,1,1,0,0
1942,Blue,0,0,0,1,1,0,0,1,1
1971,Red,0,1,1,1,0,1,1,0,1
2122,Red,1,1,1,1,1,1,1,1,0
1800,Red,0,1,1,0,1,0,0,1,1
1052,Red,0,1,1,1,0,0,1,0,1
2339,Red,0,0,1,1,1,0,1,0,0
1707,Blue,1,1,0,1,1,1,1,1,1
1409,Blue,1,1,1,1,1,1,0,1,1
1603,Blue,1,1,0,0,0,1,1,1,0
1599,Red,0,1,1,1,1,0,1,1,1
1086,Blue,0,1,0,0,0,1,1,1,1
1412,Red,1,1,1,1,1,1,1,1,0
2437,Blue,1,0,0,0,0,1,0,1,0
959,Blue,0,1,0,1,1,1,1,1,1
1963,Blue,0,0,0,0,0,1,0,1,1
1264,Red,1,1,1,0,1,0,1,1,1
1508,Blue,1,1,1,0,0,1,0,1,1
1802,Red,1,1,1,1,0,1,0,1,1
1616,Blue,0,0,1,1,1,1,1,1,1
1340,Red,1,1,1,1,0,1,1,1,1
1507,Blue,1,1,0,1,0,0,1,1,1
1602,Blue,1,1,1,0,0,1,1,1,1
2133,Red,1,1,1,1,0,1,1,1,0
926,Red,1,1,1,1,0,1,1,1,0
1932,Red,1,1,0,1,1,1,1,0,0
1034,Red,1,0,1,1,1,1,1,1,1
2017,Red,0,0,1,0,0,1,1,1,0
1220,Red,0,1,1,1,1,1,1,1,0
1483,Red,0,1,1,1,0,1,1,1,1
867,Red,1,1,1,0,1,0,1,0,1
918,Red,1,1,1,1,0,0,0,1,1
1330,Red,1,1,1,1,1,0,1,1,0
1320,Blue,1,0,0,0,0,0,1,0,1
2003,Red,0,0,1,1,1,1,1,1,1
1907,Blue,1,1,1,1,1,0,0,1,1
1265,Blue,0,1,0,0,1,1,1,1,1
1296,Red,0,0,1,1,1,0,1,0,1
911,Blue,0,1,0,1,0,1,0,0,0
848,Blue,1,1,0,0,0,1,1,1,1
1115,Blue,0,1,0,1,1,1,1,1,1
1503,Red,0,1,1,1,0,0,1,1,1
1461,Red,1,1,1,1,1,0,1,1,1
2287,Blue,0,0,1,0,1,1,1,0,1
1123,Red,1,1,1,0,0,0,1,1,1
1884,Red,1,0,1,0,1,0,0,1,1
1257,Blue,1,1,0,0,1,0,1,1,1
1471,Blue,1,1,0,0,1,0,1,0,1
1890,Red,0,1,1,1,1,0,0,0,1
930,Red,0,1,1,1,1,0,1,1,0
1416,Red,0,1,1,1,0,1,1,1,1
1457,Red,1,1,1,1,0,0,0,1,1
1044,Blue,0,0,0,1,1,0,1,1,1
1531,Blue,1,1,0,0,0,0,1,1,0
2019,Blue,1,1,0,1,1,1,1,1,1
1537,Blue,1,1,1,1,0,1,0,1,1
1889,Red,1,1,1,1,0,0,1,1,0
1039,Red,0,1,1,1,0,1,1,0,0
1615,Red,0,0,1,1,0,1,1,1,1
1648,Blue,1,0,0,0,0,1,1,0,0
2240,Red,0,0,1,0,1,1,0,1,1
1155,Red,0,1,1,0,0,0,1,1,1
606,Blue,0,1,0,0,1,1,1,1,1
1373,Blue,1,1,0,1,1,1,1,1,1
1638,Blue,1,1,1,1,1,1,0,1,1
920,Blue,1,1,0,1,0,0,1,0,1
922,Blue,1,1,0,1,1,0,1,1,1
1441,Red,0,0,1,0,1,0,1,1,0
1681,Red,0,1,1,0,0,1,1,1,1
1653,Red,0,1,1,1,1,0,1,1,1
1214,Red,1,1,1,0,1,0,1,1,1
1287,Blue,1,1,0,0,1,1,0,1,0
1709,Red,0,1,1,1,1,0,0,1,0
1796,Red,1,0,1,0,1,1,0,1,1
1505,Red,0,1,1,1,1,1,1,1,1
1234,Red,1,1,1,1,1,0,0,1,1
1903,Red,0,0,1,0,0,0,1,1,1
1391,Blue,1,1,0,1,1,1,1,1,1
1799,Red,1,1,1,0,1,1,0,1,1
1571,Red,0,0,1,1,1,0,1,0,1
1582,Red,0,1,1,0,0,1,1,1,1
2252,Blue,0,1,1,0,0,1,0,1,0
1411,Red,0,1,1,1,1,0,1,0,1
1500,Blue,0,0,1,1,1,0,1,0,1
1672,Red,1,0,1,1,0,1,0,1,1
2329,Red,1,0,0,0,0,1,1,1,0
1366,Red,1,1,1,1,1,1,1,1,0
1133,Blue,1,1,0,1,0,1,1,1,1
1137,Blue,1,1,0,1,0,1,1,1,1
1171,Red,0,0,1,1,1,0,0,1,1
1892,Blue,1,1,1,1,0,1,1,0,0
1513,Blue,1,0,0,1,0,1,1,1,1
1925,Red,0,1,1,0,1,1,1,1,0
958,Blue,0,1,0,1,1,0,0,1,1
1926,Blue,0,1,1,1,0,1,1,1,0
1353,Blue,1,1,0,0,0,1,1,1,0
915,Red,1,1,1,1,1,0,1,1,1
1426,Red,1,1,1,1,0,1,1,1,0
941,Red,1,1,1,1,1,1,1,1,0
1241,Red,1,1,1,1,1,1,1,1,1
1095,Red,1,1,1,1,1,1,1,1,0
1665,Blue,0,0,1,0,1,1,1,0,1
1418,Blue,0,0,0,1,1,1,1,1,0
2223,Blue,1,1,0,1,0,1,0,1,1
1878,Blue,0,0,0,0,1,0,1,0,1
1593,Blue,0,0,0,1,0,1,0,1,1
1290,Blue,1,1,0,1,0,1,1,1,1
2488,Red,0,0,1,1,0,0,0,0,1
1215,Red,0,1,1,1,0,1,1,1,1
1060,Blue,0,1,0,1,1,1,1,0,1
1396,Red,1,1,1,1,1,1,1,1,1
1716,Blue,1,1,0,1,1,0,0,1,0
1550,Blue,0,1,0,1,1,1,1,1,1
1772,Blue,1,1,0,0,1,1,0,1,0
1502,Red,1,1,1,1,1,1,1,1,1
1344,Blue,1,1,0,0,1,1,1,1,1
1072,Red,0,1,1,1,1,0,1,1,1
1665,Red,1,0,1,1,1,1,0,1,1
1966,Red,0,1,1,1,1,1,0,0,0
1623,Blue,0,1,1,1,1,0,0,1,1
1699,Red,1,1,1,1,1,1,1,0,0
911,Blue,1,1,0,1,1,1,1,1,1
1165,Blue,1,0,0,1,1,1,1,1,1
1769,Blue,0,1,0,1,0,1,1,0,0
1446,Blue,1,1,0,1,1,1,1,0,1
1806,Red,0,1,1,1,0,1,1,1,1
1613,Blue,1,1,0,1,1,1,0,1,0
1376,Blue,0,0,0,1,1,1,1,1,1
2259,Red,0,1,1,1,0,1,1,0,0
1437,Blue,0,1,0,1,1,1,0,1,1
1800,Red,1,1,1,0,0,1,0,1,1
1539,Red,0,0,1,0,1,0,0,1,0
1264,Blue,1,1,1,1,1,1,1,1,1
1690,Blue,0,0,0,0,1,1,1,1,1
1682,Blue,1,0,1,1,1,0,1,0,1
1149,Blue,1,1,0,1,1,1,1,1,1
1383,Blue,1,1,1,1,0,1,1,1,0
1143,Blue,1,1,0,1,1,0,1,1,1
1602,Blue,1,1,1,1,0,1,0,1,0
1237,Blue,1,1,0,1,1,1,1,0,0
1258,Blue,1,1,0,0,1,1,1,1,1
1461,Red,0,0,1,1,1,0,1,1,1
1904,Blue,0,1,1,1,0,0,0,1,1
1207,Red,1,1,0,1,1,0,1,1,1
1084,Red,1,0,1,1,1,1,1,1,1
1656,Blue,1,1,0,1,1,0,1,1,0
1461,Blue,0,1,1,0,0,1,1,1,1
2079,Blue,0,1,0,0,0,1,1,1,1
633,Red,1,1,1,1,1,1,1,1,0
1394,Red,1,1,1,1,1,1,1,1,1
627,Blue,1,1,0,0,0,1,1,1,1
976,Blue,1,1,0,1,0,1,1,1,1
2033,Blue,0,0,0,0,0,0,0,1,1
1743,Red,1,1,1,1,0,1,1,1,0
1327,Blue,1,1,0,1,1,0,0,1,1
1512,Red,0,1,1,1,1,1,1,1,1
1704,Red,1,1,1,1,1,1,1,1,1
1914,Red,1,1,1,1,0,1,0,1,1
1886,Blue,1,1,1,1,0,0,0,1,1
815,Blue,1,1,0,0,0,1,1,0,1
1406,Blue,1,0,0,1,0,1,1,0,1
1275,Blue,1,0,0,0,0,1,1,0,0
694,Red,1,1,1,1,1,0,1,1,1
1415,Red,1,1,1,1,1,0,1,1,0
1345,Blue,1,1,1,1,1,0,0,0,0
1221,Blue,1,1,0,0,0,1,1,1,1
1353,Red,0,1,1,1,1,1,0,1,1
1983,Red,1,1,0,0,0,1,1,1,0
1506,Red,1,1,1,1,0,1,1,1,0
1817,Red,0,0,0,1,1,1,1,0,1
813,Red,1,1,1,1,1,0,1,1,1
1238,Red,1,1,1,0,1,1,1,1,1
1857,Red,1,1,1,1,0,1,1,1,1
1296,Red,0,1,1,1,1,1,1,1,1
2330,Red,1,0,1,0,0,1,1,1,1
1124,Blue,1,1,0,1,1,0,1,1,1
1902,Blue,1,0,1,1,1,0,0,1,0
917,Blue,1,1,0,1,1,1,1,1,1
966,Red,1,1,1,1,1,0,1,1,1
1626,Blue,1,0,1,0,1,0,1,0,1
1384,Red,1,1,1,1,0,1,0,1,1
853,Blue,1,1,0,1,1,1,1,1,0
1150,Blue,0,0,0,0,1,1,0,1,1
681,Red,0,0,1,0,1,0,0,1,1
2199,Blue,0,0,1,0,0,1,1,1,1
1252,Red,0,1,1,1,0,1,1,1,1
1597,Red,1,1,1,1,1,0,0,0,0
1783,Red,1,1,1,1,0,1,1,1,0
1263,Blue,1,1,0,1,0,1,1,1,1
1437,Blue,0,0,1,1,1,1,1,1,1
1784,Blue,1,0,0,1,1,1,0,1,1
691,Red,0,1,1,1,1,0,1,1,1
1390,Red,0,0,1,1,1,1,0,1,1
1180,Red,0,1,1,0,1,1,1,1,1
1475,Red,0,0,1,1,1,0,1,0,1
2345,Red,0,0,1,1,1,0,1,1,1
1564,Red,1,1,0,1,1,0,1,1,1
1502,Red,1,1,1,1,1,0,0,1,1
1142,Blue,0,1,0,1,1,1,1,1,0
734,Blue,1,1,0,0,1,1,0,1,1
1659,Red,0,1,1,1,1,1,0,1,0
2012,Red,0,0,1,1,0,1,1,1,1
934,Red,1,1,1,1,1,1,1,1,1
1808,Red,1,1,1,0,1,0,1,1,1
1449,Red,0,1,1,0,1,1,1,1,1
939,Red,0,1,1,1,0,0,1,1,1
1904,Blue,1,0,1,0,1,1,1,0,1
874,Blue,1,1,0,0,0,1,1,1,1
1307,Blue,1,1,0,0,1,1,1,1,1
1383,Blue,1,1,1,1,0,1,1,0,1
1680,Blue,0,1,0,1,1,0,0,1,1
2005,Red,0,0,0,1,1,0,1,0,0
1642,Red,0,1,1,1,0,1,1,1,1
1571,Blue,1,1,0,0,1,0,1,0,1
1808,Red,0,0,1,0,1,0,0,0,1
1118,Blue,1,1,0,1,1,1,1,1,1
1745,Red,0,1,1,0,0,1,1,1,1
2052,Blue,1,1,1,1,0,1,0,1,1
810,Blue,1,1,0,1,1,1,1,0,1
1935,Red,0,0,0,0,1,0,1,1,1
1845,Red,1,0,1,0,0,0,0,1,1
936,Blue,0,1,0,1,1,0,0,1,1
1441,Red,0,1,1,1,1,1,1,1,0
1524,Blue,1,1,0,1,1,0,0,1,1
1030,Red,0,0,1,1,1,0,1,1,1
1921,Red,0,1,0,0,1,1,1,1,1
1773,Red,0,0,0,1,1,0,1,1,1
1200,Red,0,1,1,0,1,1,1,1,0
1305,Red,1,0,0,0,0,1,1,1,1
1266,Red,1,1,1,1,1,1,1,1,1
1330,Red,1,1,1,1,0,1,1,1,0
1445,Blue,1,1,0,0,1,1,0,1,0
1653,Blue,0,1,1,1,1,1,1,1,1
2321,Red,0,0,1,0,0,1,1,0,1
1392,Blue,1,1,0,1,1,1,1,1,1
1375,Blue,1,1,1,1,0,1,1,1,1
2148,Red,0,0,1,0,1,0,0,1,1
929,Blue,1,1,0,1,1,1,1,1,1
1149,Red,0,1,1,1,1,1,1,1,1
2273,Blue,0,0,0,0,1,1,1,1,0
1056,Blue,1,1,0,1,1,1,1,1,1
1611,Red,0,1,1,0,1,1,1,1,0
1083,Red,1,1,1,0,0,0,1,1,1
1554,Blue,0,1,0,1,1,1,0,1,1
1495,Blue,0,1,1,0,1,0,0,1,1
1933,Blue,1,0,1,0,1,1,0,1,1
1186,Blue,1,1,0,0,1,1,1,1,0
1099,Blue,1,1,0,0,1,0,1,1,1
1659,Blue,1,1,0,0,0,1,0,1,1
1754,Red,0,0,1,0,0,1,0,0,0
1449,Red,0,0,1,0,0,0,0,1,1
1713,Red,0,1,1,1,0,1,1,1,1
1485,Red,1,1,1,0,1,1,0,1,1
834,Blue,0,1,0,0,1,0,1,1,1
1268,Red,1,1,1,1,1,0,1,1,1
1173,Red,1,1,1,1,1,1,1,1,0
1492,Red,1,1,1,1,1,0,1,1,1
1493,Red,1,0,1,0,1,1,1,1,1
1468,Red,1,1,1,1,1,1,1,1,1
1569,Red,0,1,1,1,1,0,0,1,1
1770,Blue,0,0,0,0,1,1,1,0,1
842,Blue,1,1,0,1,1,1,1,1,1
1469,Red,0,1,1,1,0,1,1,0,0
964,Red,0,1,1,1,1,1,1,1,0
1121,Red,1,1,1,1,1,1,1,1,0
1553,Red,0,1,1,0,0,1,0,1,1
1544,Red,0,0,1,1,0,1,0,1,1
1274,Blue,1,1,0,0,1,1,1,1,1
1299,Blue,1,1,0,1,1,1,1,0,0
1554,Blue,1,1,1,0,1,1,1,1,0
1324,Blue,1,1,0,0,1,1,0,1,1
948,Red,1,1,1,1,1,0,1,1,1
1437,Red,0,1,1,1,0,1,1,1,1
1658,Blue,0,0,1,0,0,1,1,1,1
1070,Red,0,0,1,0,0,0,1,1,1
1221,Blue,1,0,0,0,1,1,0,1,1
915,Red,1,1,1,0,0,1,1,1,1
1450,Blue,1,1,0,0,1,1,0,1,0
1358,Blue,0,1,1,0,0,1,1,0,0
959,Blue,0,1,0,1,0,0,1,1,1
1099,Blue,1,0,0,1,1,1,1,1,1
1746,Blue,0,1,1,0,1,1,0,1,1
1215,Red,1,1,1,1,1,0,1,1,1
1213,Blue,1,1,0,0,1,1,1,1,1
1182,Red,1,1,1,1,0,0,1,1,1
2134,Red,0,1,1,1,1,0,0,1,1
1887,Blue,1,1,1,1,1,1,0,1,0
943,Red,1,1,1,1,1,1,1,1,1
1518,Red,0,0,1,0,1,1,1,1,1
2316,Red,0,1,0,0,1,1,1,0,1
1429,Blue,1,0,1,0,1,0,1,0,0
1826,Blue,1,1,1,1,1,0,1,1,0
1439,Red,1,1,1,1,1,0,1,0,1
1369,Red,0,1,1,0,0,1,1,0,1
1342,Blue,1,0,0,0,1,1,1,1,0
1251,Blue,0,1,0,0,0,1,0,1,1
1210,Red,0,1,1,1,1,1,1,1,1
1318,Blue,1,1,0,1,1,1,1,1,1
2245,Blue,1,1,1,1,1,1,0,0,0
949,Blue,1,1,0,1,1,1,1,1,1
193,Blue,1,0,0,0,0,1,1,1,1
1650,Blue,1,0,1,1,0,0,1,1,0
1596,Blue,0,0,1,1,1,0,0,0,0
1109,Blue,1,1,0,1,1,1,1,0,1
1837,Blue,1,0,1,1,1,0,1,1,1
2053,Red,0,0,1,1,0,1,1,1,1
1843,Red,1,1,1,1,1,0,0,1,0
1481,Blue,0,0,1,0,0,0,0,0,1
1611,Red,1,1,1,1,0,1,1,1,1
1722,Blue,1,1,0,1,1,1,0,1,0
584,Blue,1,1,0,0,1,1,1,1,1
2708,Blue,1,0,0,0,0,1,0,1,1
1105,Blue,1,1,0,1,0,1,1,1,1
1832,Blue,1,0,1,0,1,0,0,0,1
1622,Blue,0,1,1,0,0,0,0,1,1
2474,Red,1,0,0,1,0,1,1,0,1
1674,Blue,1,1,0,0,1,1,1,1,0
696,Red,1,1,1,1,1,0,1,1,0
1284,Red,0,1,1,1,0,0,0,0,0
2080,Red,1,0,1,1,1,1,1,1,1
1851,Red,0,1,1,0,0,1,1,1,1
1363,Red,1,1,1,1,1,0,1,1,1
1215,Blue,1,1,0,1,1,0,1,1,0
2255,Red,1,1,1,1,0,1,1,1,1
1491,Blue,0,0,1,0,1,0,0,0,1
1446,Red,1,1,1,0,1,1,1,1,1
1066,Red,1,1,1,1,1,1,1,1,1
959,Red,1,1,1,1,1,0,0,0,1
193,Blue,0,0,0,0,1,1,1,1,1
1104,Blue,1,1,0,0,0,1,1,0,1
1591,Red,0,1,1,1,0,1,1,1,1
1045,Blue,0,1,0,0,1,0,1,1,0
1810,Blue,1,1,0,0,1,0,1,1,1
1639,Blue,1,0,0,0,0,1,0,0,0
1233,Blue,1,1,0,1,0,1,1,1,1
953,Blue,0,1,0,1,1,1,1,1,1
1217,Blue,0,1,0,1,1,1,1,1,1
2414,Red,0,0,1,0,0,0,0,0,0
1538,Red,1,1,1,1,0,1,1,1,0
1749,Red,1,1,1,0,1,0,0,1,1
1303,Red,1,0,1,1,0,0,1,0,1
2427,Red,1,0,1,1,1,0,0,0,1
1625,Red,1,1,1,0,0,1,0,1,1
1511,Red,1,1,1,1,0,1,1,1,1
1556,Red,1,0,1,0,0,1,1,0,1
2114,Blue,0,1,0,1,0,1,1,1,0
760,Red,0,1,1,1,0,1,1,1,0
1984,Red,1,1,1,0,1,1,0,0,0
1092,Blue,1,1,0,0,1,1,1,1,1
2117,Blue,0,1,0,1,1,1,1,1,0
1120,Red,1,1,1,1,1,0,1,1,1
1152,Red,0,1,1,0,1,1,1,1,0
2079,Red,1,0,1,1,1,0,1,0,0
1532,Red,1,0,1,1,1,0,1,1,0
1402,Blue,0,1,1,0,0,0,0,1,1
2529,Blue,1,1,0,0,1,0,1,1,1
899,Blue,1,1,1,1,1,1,1,1,0
1324,Red,0,1,1,1,1,0,1,1,1
1077,Blue,1,0,0,0,1,1,0,1,1
1374,Blue,0,1,0,0,0,0,1,0,0
594,Blue,1,1,0,1,1,0,1,1,1
1804,Red,0,0,1,1,1,0,1,1,1
1420,Blue,0,1,0,1,1,1,1,1,1
1282,Blue,0,1,0,1,0,1,0,0,0
2021,Red,0,0,1,1,0,1,0,1,1
1812,Red,1,1,0,1,1,1,0,1,1
1593,Red,1,1,1,1,1,0,1,1,1
2244,Red,1,1,1,0,0,1,1,1,0
1251,Blue,0,1,0,0,1,1,0,1,0
1127,Blue,1,1,0,0,0,1,1,1,1
1655,Blue,1,1,0,1,1,1,0,1,0
1840,Red,0,0,1,1,1,1,1,0,1
1522,Blue,1,1,1,1,0,1,1,1,1
1366,Blue,1,1,0,1,1,1,0,1,0
1987,Blue,0,0,0,0,1,1,1,0,0
928,Red,0,1,1,1,0,0,0,0,1
1933,Red,0,0,1,1,0,1,1,1,1
1659,Blue,0,1,0,1,1,1,0,1,1
1245,Red,0,0,1,1,0,0,1,1,1
1444,Red,1,1,1,0,1,1,1,1,0
1829,Red,1,0,1,0,0,1,1,1,1
758,Blue,1,1,0,1,0,1,1,1,1
1291,Red,1,0,1,1,0,1,1,0,0
985,Red,1,1,1,1,1,0,1,1,1
1378,Blue,0,1,0,1,0,1,1,1,1
1650,Blue,0,1,1,1,1,1,1,1,1
1743,Blue,0,1,1,1,1,1,1,1,1
904,Blue,1,1,0,0,0,1,1,1,1
1798,Blue,1,0,0,1,1,0,0,1,1
1525,Red,1,0,1,1,0,1,1,1,1
1661,Red,1,0,1,0,1,1,0,1,1
1774,Red,0,1,1,1,0,1,1,0,1
1366,Red,1,1,1,1,1,0,0,1,1
1403,Red,1,0,1,1,0,1,1,1,1
2228,Blue,1,0,1,1,0,0,1,1,1
1471,Red,1,0,1,0,1,0,1,1,1
1055,Blue,1,1,0,1,1,1,1,1,1
920,Blue,1,1,0,1,1,1,1,1,1
2430,Blue,1,1,0,0,1,0,0,0,0
1403,Blue,0,1,0,1,1,0,0,1,1
1643,Red,1,1,1,1,0,1,1,0,1
1260,Red,1,0,1,0,0,1,1,1,0
2077,Red,0,0,1,1,0,1,1,1,0
1044,Blue,0,0,0,1,1,1,1,0,0
1432,Red,0,1,1,0,1,0,0,0,0
1329,Blue,0,0,0,0,1,0,1,1,0
1318,Red,1,1,1,1,1,0,1,1,0
1474,Blue,0,1,1,1,1,1,0,1,1
1446,Red,0,0,1,0,0,1,1,1,1
526,Blue,1,1,0,0,1,0,1,1,1
1451,Blue,0,1,0,1,0,1,1,1,0
787,Red,1,1,1,1,1,1,1,0,0
1417,Blue,1,1,1,1,0,1,1,1,1
1717,Red,1,1,1,1,0,1,1,1,1
1446,Blue,1,1,0,0,1,1,1,1,0
1846,Blue,0,0,1,0,1,0,0,0,0
2288,Blue,0,0,1,0,0,1,0,1,1
2031,Blue,1,0,0,0,1,1,0,1,1
1583,Red,1,1,1,1,0,1,0,1,1
2029,Red,0,1,1,0,1,0,1,1,1
1122,Red,1,0,1,1,0,0,0,0,1
1190,Red,1,1,1,1,1,0,1,1,0
912,Blue,1,1,0,1,1,1,1,0,0
1439,Red,0,0,1,1,0,1,0,1,1
1754,Red,1,0,1,0,1,0,1,0,1
657,Red,1,1,1,1,1,1,1,1,1
1550,Red,1,1,1,1,1,1,1,1,1
964,Red,0,1,1,0,1,0,1,1,1
1190,Red,1,1,1,1,0,0,1,1,1
1873,Red,1,0,1,1,0,1,1,1,0
1589,Blue,0,1,0,1,1,0,1,0,1
1213,Blue,0,1,0,1,1,1,1,1,1
1113,Red,1,1,1,1,1,0,1,1,0
2544,Blue,0,1,1,1,1,0,0,1,0
1410,Blue,1,1,0,0,0,1,0,1,1
1751,Red,0,0,0,1,1,1,1,1,1
1996,Red,1,1,1,0,0,1,0,1,1
1636,Red,1,1,1,1,0,1,1,1,1
1864,Red,1,0,1,1,0,1,1,1,1
1871,Red,1,1,1,0,0,1,1,1,1
1333,Red,1,1,1,1,1,0,1,1,0
745,Red,1,1,1,1,1,1,1,1,0
1792,Red,1,0,1,1,0,0,0,0,1
959,Blue,0,1,0,0,0,0,1,1,1
1266,Red,1,1,1,1,1,0,1,1,1
1667,Blue,1,1,0,1,1,0,1,1,0
1410,Blue,0,1,0,1,0,1,0,1,1
1234,Blue,0,0,0,0,1,0,1,1,1
726,Blue,1,1,0,0,1,1,1,1,1
1466,Red,1,1,1,1,0,1,1,1,1
2041,Blue,1,1,1,1,0,1,0,1,1
2401,Red,1,1,1,1,1,0,1,0,1
2188,Red,1,0,1,1,1,0,0,0,1
1878,Red,0,1,0,1,0,1,0,1,1
1888,Red,0,0,1,0,1,0,1,1,1
1003,Red,0,1,1,1,1,0,1,1,0
1663,Blue,0,0,1,1,1,1,1,0,1
1571,Blue,1,1,1,1,1,1,1,1,1
1638,Red,1,0,1,0,0,1,1,0,1
1780,Red,1,1,0,0,0,1,1,1,1
1103,Red,0,1,1,1,1,0,1,1,0
1855,Red,1,1,1,1,1,0,1,1,1
192,Red,1,1,1,1,0,0,0,1,1
1277,Blue,0,1,0,1,1,1,1,1,1
1295,Blue,0,1,0,1,1,1,1,1,1
1747,Blue,1,1,1,1,1,0,0,1,1
1050,Red,1,1,1,0,0,1,1,1,1
1250,Red,1,1,1,0,0,1,1,1,1
2161,Red,1,1,1,1,0,1,1,1,0
1424,Blue,0,1,0,1,0,1,1,0,1
1860,Blue,0,0,1,1,0,1,0,1,0
1217,Blue,1,0,0,1,1,1,1,1,1
1802,Blue,1,0,1,0,0,1,0,1,1
767,Red,1,1,1,1,1,1,1,1,1
951,Red,0,1,1,1,1,1,1,1,1
1660,Blue,0,1,0,1,0,1,0,1,1
2289,Red,1,1,1,1,0,1,1,1,1
1313,Red,1,0,1,0,1,0,1,1,1
1187,Red,0,0,1,1,0,0,1,0,1
1168,Blue,1,1,0,1,0,1,1,1,1
1714,Blue,0,1,1,0,0,1,0,0,0
1242,Red,1,1,1,1,1,0,0,1,1
2306,Red,0,1,1,0,1,1,0,1,0
